street,city,state,zip,country,Name,Location,PostalCode,Addess,InUseSince,Rating,Potential.Rating,Area,Energy.Savings,CO2.Savings,BGN.Savings,Investment,Payback,Building.Type1,Building.Type2,Lat,Lng,region
Bulevard Vasil Levski,Haskovo,Haskovo,6300,Bulgaria,МЖС-кв. ОРФЕЙ бл. 39,гр.ХАСКОВО,6300,кв. ОРФЕЙ бл. 39,1981,F,C,7515,510837,292.762,118950,779536,6.5534,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9479255676269,25.5577220916748,SC
zhk P. R. Slaveykov 62,Burgas,Burgas,8005,Bulgaria,МЖС,гр.БУРГАС,8000,", СЛАВЕЙКОВ 62",1977,E,C,16416,588285,363.74,127182,1635546,12.8598,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5180778503417,27.456708908081,SE
Ulitsa Han Krum 13,Burgas,Burgas,8000,Bulgaria,"МЖС-БУРГАС, ""ХАН КРУМ"" 13-ЖИЛ. СГР.",гр.БУРГАС,8000,ул.ХАН КРУМ № 13,1926,E,B,872,58209,32.66,19855,74745,3.7645,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4915657043457,27.4705085754394,SE
Ulitsa Rayko Aleksiev 41,Pazardzhik,Pazardzhik,4404,Bulgaria,МЖС,гр.ПАЗАРДЖИК,4400,"УЛ.РАЙКО АЛЕКСИЕВ"" 43/45",1978,F,C,6593,526662,236.05,105327,886775,8.4192,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1951713562011,24.3149337768554,SC
zhk Orfey 9,Haskovo,Haskovo,6300,Bulgaria,"МЖС-ХАСКОВО, ""ОРФЕЙ"", БЛ. 14",гр.ХАСКОВО,6300,"ж.к. ОРФЕЙ бл. 14 вх.А,Б,В и Г",1989,E,C,7610.3,453860,253.41,119215,879123,7.3742,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9473228454589,25.5577144622802,SC
zhk Izgrev 54,Burgas,Burgas,8008,Bulgaria,"МЖС-БУРГАС, ""ИЗГРЕВ"", БЛ. 54",гр.БУРГАС,8000,"ж.к.ИЗГРЕВ бл.54, вх.1, 2, 3, 4",1977,F,C,11117.42,684555,394.04,98523,1049263,10.6499,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5203323364257,27.4602966308593,SE
Ploshtad Balgaria,Sofia,Sofia-City,1463,Bulgaria,НДК - КОНГРЕСЕН ЦЕНТЪР,гр.СОФИЯ,1000,пл. България  1,1985,E,C,123200,7238933,4149.1,1005350.5,9273540,9.2241,"Театри,кина,опери,худож.галерии",13,42.6847648620605,23.3190155029296,SW
Ulitsa Aleko Konstantinov 12,Ruse,Ruse,7000,Bulgaria,"ЖИЛ. СГР.-РУСЕ, УЛ. ""АЛЕКО КОНСТАНТИНОВ"" 12",гр.РУСЕ,7000,ул.АЛЕКО КОНСТАНТИНОВ № 12 вх.1,1963,F,C,876,46291,28.03,6486.94,64846.42,9.9964,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.8523902893066,25.955467224121,NC
Ulitsa Ivanka Boteva,Dimitrovgrad,Haskovo,6400,Bulgaria,МЖС,гр.ДИМИТРОВГРАД,6400,"ул.""Простор"" #13",1989,F,C,5481.76,400142,222.76,88991,527088,5.9229,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.0600814819335,25.6063423156738,SC
House Number and Street Not Found,Plovdiv,Plovdiv,4003,Bulgaria,ХИПЕРМАРКЕТ ПРАКТИКЕР 3,гр.ПЛОВДИВ,4000,БУЛ. БЪЛГАРИЯ 115А,2005,E,B,6926,103041,144.58,19240,24487,1.2727,Магазини за продажба на дребно иедро (супермаркети и молове),9,42.1576995849609,24.7316532135009,SC
Ulitsa Zagore 13,Stara Zagora,Stara Zagora,6006,Bulgaria,"МЖС-НОВА ЗАГОРА, ""ЗАГОРЕ"" БЛ. 13",гр.НОВА ЗАГОРА,8900,ж.к. ЗАГОРЕ бл. 13,1981,F,C,5785,392882,218.84,47073,599543,12.7364,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.3980712890625,25.6471614837646,SE
zhk Meden rudnik,Burgas,Burgas,8009,Bulgaria,МЖС БЛ.76,гр.БУРГАС,8000,ж.к.МЕДЕН РУДНИК бл. 76,1986,G,C,5286.7,552468,307.3,87260,536995,6.1539,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4529991149902,27.4163169860839,SE
zhk Izgrev,Burgas,Burgas,8008,Bulgaria,"МЖС-БУРГАС, ""ИЗГРЕВ"", БЛ. 67",гр.БУРГАС,8000,"ж.к.ИЗГРЕВ бл.67 вх.А, Б, В, Г",1991,E,C,8453.88,376159,224.34,52133,687842,13.1939,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5253791809082,27.458833694458,SE
Ulitsa Stara planina,Haskovo,Haskovo,6300,Bulgaria,МЖС,гр.ХАСКОВО,6300,УЛ.СТАРА ПЛАНИНА 45-51,1977,E,C,6262,255688,143.73,36828.4,397828,10.8022,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9382171630859,25.5463638305664,SC
Kvartal Zapad 10,Asenovgrad,Plovdiv,4232,Bulgaria,МЖС,гр.АСЕНОВГРАД,4230,"ул. СТОЯН ДЖАМСЪЗОВ №10, бл. 100",1985,E,C,3371,261028,144.13,51005.73,944338.45,18.5143,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.0206642150878,24.8548374176025,SC
Kvartal Karshiyaka 29,Plovdiv,Plovdiv,4003,Bulgaria,"МЖС-ПЛОВДИВ, ""ПАНАГЮРИЩЕ"" 19-29",гр.ПЛОВДИВ,4000,ул. ПАНАГЮРИЩЕ № 29,1977,F,C,6201,406446,243.3,59083,559284,9.466,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1612854003906,24.7337570190429,SC
zhk Meden rudnik,Burgas,Burgas,8009,Bulgaria,"МЖС-БУРГАС, ""МЕДЕН РУДНИК"" БЛ. 46",гр.БУРГАС,8000,"Ж.К. МЕДЕН РУДНИК бл. 46, ВХ. 1,2,3,4 и 5",1981,G,C,8516.28,741287,409.02,103241.28,807079.99,7.8174,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4625167846679,27.4157638549804,SE
Ulitsa Zagore 14,Stara Zagora,Stara Zagora,6006,Bulgaria,"МЖС-НОВА ЗАГОРА, ""ЗАГОРЕ"" БЛ. 14",гр.НОВА ЗАГОРА,8900,жк. Загоре бл. 14,1981,G,C,5785,433275,239.1,47438,631922,13.321,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.3976783752441,25.6469173431396,SE
zhk Elenovo-1,Blagoevgrad,Blagoevgrad,2704,Bulgaria,МЖС,гр.БЛАГОЕВГРАД,2700,"ж.к. ""Еленово"" бл. 109, 110, 111",1985,F,C,6200.46,481029,264.7,136368,641029,4.7007,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.0034561157226,23.1067352294921,SW
Ulitsa Maksim Gorki 2,Dobrich,Dobrich,9300,Bulgaria,МЖС,гр.ДОБРИЧ,9300,ул.МАКСИМ ГОРКИ № 2,1987,D,B,1330,63226,37.78,8526.2,113373.9,13.2971,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.5662689208984,27.8269710540771,NE
House Number and Street Not Found,Varna,Varna,9002,Bulgaria,"МЖС-ВАРНА, ""МОРСКА СИРЕНА"", БЛ. 24",гр.ВАРНА,9000,ул. МОРСКА СИРЕНА бл. 24,1978,D,C,11297.76,334659.93,198.088,58726.29,768031.68,13.0781,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.2134017944335,27.9294471740722,NE
Ulitsa Radost,Kostenets,Sofia,2035,Bulgaria,"СБР.НК, ФИЛИАЛ МОМИН ПРОХОД-СТАЦИОНАР ЗА ДЕЦА",х.МОМИН ПРОХОД,2035,х.МОМИН ПРОХОД,1950,C,B,4744,33244,27.23,8311,48000,5.7754,"Здравеопазване (болници, поликлиники и др.)",7,42.3309020996093,23.8699512481689,SW
Ulitsa Nikola Gabrovski 4,Veliko Tarnovo,Veliko Tarnovo,5002,Bulgaria,АДМИН. СГРАДА НА ИО -  ВЕЛИКО ТЪРНОВО,гр.ВЕЛИКО ТЪРНОВО,5000,БУЛ. Н. ГАБРОВСКИ-61,1974,D,C,4755.9,67442,41.04,14138.2,110201.29,7.7945,Сгради за административно обслужване,1,43.0773658752441,25.6253681182861,NC
House Number and Street Not Found,Gabrovo,Gabrovo,5306,Bulgaria,ТУ ГАБРОВО - УЧ. КОРПУС №3,гр.ГАБРОВО,5300,УЛ. ХАДЖИ ДИМИТЪР 4,1962,B,A,5570,114191,76.81,23577.04,234644,9.9522,"Образователни (училища, колежи и университети)",6,42.8756484985351,25.316291809082,NC
zhk P. R. Slaveykov 2,Burgas,Burgas,8005,Bulgaria,"МЖС БУРГАС, СЛАВЕЙКОВ БЛ.2",гр.БУРГАС,8000,"Ж.К.СЛАВЕЙКОВ, БЛ.2",1970,F,C,10020,737321,445.7,157027.87,880050.5,5.6044,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.5152549743652,27.4592247009277,SE
zhk Zapad-1 27,Targovishte,Targovishte,7705,Bulgaria,МЖС,гр.ТЪРГОВИЩЕ,7700,кв. ЗАПАД бл. 25,1974,E,C,6994,400971,217.89,84690,569973,6.7301,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.24214553833,26.5588264465332,NE
zhk Orfey 9,Haskovo,Haskovo,6300,Bulgaria,МЖС,гр.ХАСКОВО,6300,"ж.к.""Орфей"" бл.8",1974,F,C,5073.4,356164,193.81,91858,538478,5.862,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9472732543945,25.5577049255371,SC
zhk Orfey 9,Haskovo,Haskovo,6300,Bulgaria,"МЖС-ХАСКОВО, ""ОРФЕЙ"", БЛ. 6",гр.ХАСКОВО,6300,ж.к. ОРФЕЙ бл. 6,1974,F,C,6695.94,481530,261.98,124177,804852,6.4814,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9472541809082,25.5577011108398,SC
House Number and Street Not Found,Haskovo,Haskovo,6300,Bulgaria,"МЖС-ХАСКОВО, ""ОРФЕЙ"", БЛ. 20",гр.ХАСКОВО,6300,ж.к. ОРФЕЙ № 20,1982,F,C,6053.2,402515,218.74,103714,566175,5.459,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9438667297363,25.5580673217773,SC
Ulitsa Vidin,Haskovo,Haskovo,6300,Bulgaria,МЖС,гр.ХАСКОВО,6300,"ул.""Видин"" #9,вх.А,Б,В,Г",1984,F,C,8523,635555.7,352.4,91368.45,623428.6,6.8232,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9403381347656,25.543924331665,SC
Ulitsa Georgi Kyumyurev 60,Stara Zagora,Stara Zagora,6000,Bulgaria,"МЖС-СТАРА ЗАГОРА, БЛ. 107",гр.СТАРА ЗАГОРА,6000,ул. ГЕОРГИ САВА РАКОВСКИ № 107 вх.Б ет.7 ап.38,1986,D,C,5332.26,93800,50.76,14240,231913.35,16.286,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4335136413574,25.6292915344238,SE
Ulitsa Efrem Pophristov,Veliko Tarnovo,Veliko Tarnovo,5000,Bulgaria,"ОДЗ ""ПРОЛЕТ""",гр.ВЕЛИКО ТЪРНОВО,5000,ИВ. ВАЗОВ-5,1910,F,B,1157,108038,36.18,32514,176822.26,5.4383,Детско заведение (градини и ясли),2,43.0817108154296,25.642141342163,NC
Ulitsa Gen. Stoletov 47,Stara Zagora,Stara Zagora,6004,Bulgaria,МЖС,гр.СТАРА ЗАГОРА,6000,"УЛ.ГЕН.СТОЛЕТОВ #47, ВХ.0,А,Б,В",1986,E,C,7117.78,347791,197.78,54680,332347.49,6.078,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4270858764648,25.619327545166,SE
Ulitsa Slavyanska,Kostinbrod,Sofia,2230,Bulgaria,АДМИН. СГРАДА С ПОЖАРНА,гр.КОСТИНБРОД,2230,УЛ. СЛАВЯНСКА 23А,1934,E,A,1376,170450,105.82,24564,254668,10.3675,Сгради за административно обслужване,1,42.8080215454101,23.2022075653076,SW
House Number and Street Not Found,Pazardzhik,Pazardzhik,4400,Bulgaria,"МЖС-ПАЗАРДЖИК, ""ОДРИН"" 75",гр.ПАЗАРДЖИК,4400,"УЛ. ОДРИН , Ж.К.УСТРЕМ № 75 вх.А",1972,D,B,5415.05,273520,147.74,42690,441113,10.3329,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.2035064697265,24.3221263885498,SC
House Number and Street Not Found,Yambol,Yambol,8600,Bulgaria,МЖС,гр.ЯМБОЛ,8600,"ул.""Стара планина"" бл.1",1981,F,C,6520.7,439576,258.9,72810,694102,9.533,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.488956451416,26.5058650970458,SE
House Number and Street Not Found,Sliven,Sliven,8808,Bulgaria,"ПГ ПО ИКОНОМИКА ""ПРОФ. Д. ТАБАКОВ"" - СЛИВЕН",гр.СЛИВЕН,8800,ЖК СИНИ КАМЪНИ,1996,D,C,3177,4769,3.91,1097,10823,9.8659,"Образователни (училища, колежи и университети)",6,42.6887969970703,26.3424930572509,SE
House Number and Street Not Found,Dobrich,Dobrich,9300,Bulgaria,МЖС,гр.ДОБРИЧ,9300,жк БАЛИК бл. 60,1986,E,C,5727.7,342123,182.7,47210,431530,9.1406,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.5639877319335,27.8004093170166,NE
House Number and Street Not Found,Haskovo,Haskovo,6300,Bulgaria,"МЖС-ХАСКОВО, ""ОРФЕЙ"", БЛ. 10",гр.ХАСКОВО,6300,ж.к. ОРФЕЙ бл. 10,1982,F,C,4895.5,311096,166.35,79255,521035,6.5741,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,41.9479064941406,25.5567283630371,SC
House Number and Street Not Found,Varna,Varna,9020,Bulgaria,ЖИЛ. СГРАДА - ВАРНА,гр.ВАРНА,9000,ж.к. ВЪЗРАЖДАНЕ бл. 75 вх.Г,1992,E,B,983.14,65208,33.04,8278,105759,12.7759,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.2401428222656,27.8777503967285,NE
Ulitsa Lyuben Karavelov,Cherven bryag,Pleven,5980,Bulgaria,"ЦДГ ""БОДРА СМЯНА""",гр.ЧЕРВЕН БРЯГ,5980,гр.ЧЕРВЕН БРЯГ,1952,C,B,2028,55368,49.65,10373,57953,5.5869,Детско заведение (градини и ясли),2,43.2804527282714,24.0828514099121,NW
Ulitsa Preslav 26,Yambol,Yambol,8600,Bulgaria,МЖС  ЯМБОЛ,гр.ЯМБОЛ,8600,"ул. ""ПРЕСЛАВ"""" # 28",1970,D,C,1035,28056,16.19,6970,83191,11.9355,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4830589294433,26.510944366455,SE
Ulitsa Hristo Botev 8,Sandanski,Blagoevgrad,2800,Bulgaria,АДМИН. СГРАДА НА БТК - САНДАНСКИ,гр.САНДАНСКИ,2800,гр.САНДАНСКИ,1970,D,B,1402,74560,41.67,11704,89392,7.6377,Сгради за административно обслужване,1,41.5678443908691,23.2803535461425,SW
